county,year,minTemperature,maxTemperature,windSpeed,pressure,humidity,summary,visibility,cloudCover
Wexford,2004,5.02,8.62,6,1011.9,0.78,Partly cloudy starting in the afternoon, continuing until evening.,null,0.24
Wexford,2005,3.91,11.32,7.56,1015.87,0.84,Mostly cloudy until evening and windy in the afternoon.,null,0.63
Wexford,2006,5.73,8.73,5.28,1010.19,0.8,Partly cloudy throughout the day.,null,0.56
Wexford,2007,5.01,8.91,6.25,1014.41,0.76,Mostly cloudy until afternoon.,null,0.47
Wexford,2008,8.89,10.95,4.43,1018.08,0.86,Mostly cloudy throughout the day.,null,0.86
Wexford,2009,1.48,4.32,2.44,1028.42,0.87,Mostly cloudy throughout the day.,null,0.69
Wexford,2010,-8.52,2.3,2.65,1011,0.82,Mostly cloudy throughout the day.,null,0.69
Wexford,2011,3.25,6.23,1.82,1027.83,0.95,Mostly cloudy throughout the day.,null,0.69
Wexford,2012,3.39,10.37,6.37,1000.36,0.82,Mostly cloudy throughout the day.,null,0.69
Wexford,2013,2.59,7.87,4.01,1010.87,0.81,Mostly cloudy throughout the day.,null,0.69
Wexford,2014,6.16,10.87,4.72,981.32,0.86,Rain in the morning.,7.68,0.66
Wexford,2015,9.8,12.19,8.02,1017.66,0.94,Foggy until evening.,3.48,0.81
Wexford,2016,2.29,9.78,7.26,1005.95,0.86,Windy until afternoon and rain in the evening and overnight.,6.73,0.7
Wexford,2017,2.72,10.08,4.04,1013.62,0.86,Partly cloudy throughout the day.,10.01,0.49
Wexford,2018,3.98,8.84,5.72,1000.15,0.79,Light rain in the morning.,10.01,0.62
Westmeath,2000,1.57,7.53,2.85,1022.48,0.89,Mostly cloudy starting in the afternoon.,null,0.61
Westmeath,2001,7.21,10,5.86,973.19,0.86,Mostly cloudy throughout the day.,null,0.77
Westmeath,2002,-5.91,6.78,3.73,1031.28,0.81,Partly cloudy throughout the day.,null,0.52
Westmeath,2003,8.49,10.58,2.8,988.86,0.93,Mostly cloudy throughout the day.,null,0.82
Westmeath,2004,3.95,8.22,5.43,1012.23,0.78,Partly cloudy throughout the day.,null,0.55
Westmeath,2005,2.56,9.82,5.15,1012.55,0.85,Mostly cloudy throughout the day.,null,0.72
Westmeath,2006,4.75,8.15,4.15,1011.36,0.84,Mostly cloudy throughout the day.,null,0.75
Westmeath,2007,3.73,5.94,4.29,1012.34,0.84,Mostly cloudy throughout the day.,null,0.72
Westmeath,2008,7.57,11.37,4.18,1016.24,0.88,Mostly cloudy throughout the day.,null,0.79
Westmeath,2009,1.18,3.53,2.8,1028.39,0.89,Mostly cloudy throughout the day.,null,0.74
Westmeath,2010,-4.21,1.03,0.79,1011.93,0.91,Mostly cloudy throughout the day.,null,0.72
Westmeath,2011,2.41,6.71,0.72,1028.78,0.92,Mostly cloudy throughout the day.,null,0.72
Westmeath,2012,2.49,8.64,3.14,997.35,0.88,Mixed precipitation starting in the afternoon.,null,0.72
Westmeath,2013,2.26,7.17,3.38,1009.79,0.83,Mostly cloudy throughout the day.,null,0.72
Westmeath,2014,3.29,6.48,1.3,978.92,0.9,Mostly cloudy throughout the day.,null,0.72
Westmeath,2015,7.32,13.75,6.12,1013.35,0.86,Mostly cloudy throughout the day.,null,0.72
Westmeath,2016,0.5,8.62,5.19,1004.89,0.86,Mostly cloudy throughout the day.,null,0.72
Westmeath,2017,1.93,7.49,1.9,1013.28,0.88,Mostly cloudy throughout the day.,null,0.72
Westmeath,2018,5.16,9.06,4.48,998.5,0.74,Drizzle in the morning.,null,0.72
Wicklow,2000,2.36,8.26,4.88,1022.6,0.86,Partly cloudy starting in the afternoon.,null,0.27
Wicklow,2001,7.77,10.46,7.89,975.01,0.83,Mostly cloudy throughout the day.,null,0.56
Wicklow,2002,-4.06,7.12,2.94,1032.65,0.81,Partly cloudy in the afternoon.,null,0.25
Wicklow,2003,3.32,11.76,3.79,990.07,0.92,Mostly cloudy throughout the day.,null,0.89
Wicklow,2004,4.25,8.16,7.47,1010.56,0.82,Mostly cloudy throughout the day.,null,0.8
Wicklow,2005,2.36,10.56,9.54,1012,0.86,Windy and mostly cloudy until evening.,null,0.71
Wicklow,2006,4.46,9.6,5.7,1009.84,0.79,Mostly cloudy until evening.,null,0.62
Wicklow,2007,4.37,6.76,6.94,1011.69,0.81,Mostly cloudy throughout the day.,null,0.49
Wicklow,2008,8.13,12.01,3.54,1017.69,0.9,Mostly cloudy throughout the day.,null,0.91
Wicklow,2009,-1.16,5.19,1.24,1029.04,0.89,Mostly cloudy throughout the day.,null,0.91
Wicklow,2010,-0.17,2.92,1.75,1011.12,0.85,Light rain until afternoon.,null,0.51
Wicklow,2011,3.46,11.07,0.66,1028.23,0.75,Mostly cloudy throughout the day.,null,0.88
Wicklow,2012,3.16,10.06,8.49,997.62,0.81,Mostly cloudy until evening and windy overnight.,null,0.46
Wicklow,2013,2.98,7.13,6.58,1008.69,0.84,Mostly cloudy throughout the day.,null,0.52
Wicklow,2014,4.49,10.42,2.32,979.92,0.88,Rain until afternoon.,9.72,0.68
Wicklow,2015,9.49,14.91,5.73,1013.57,0.82,Mostly cloudy throughout the day and windy starting in the evening.,9.88,0.76
Wicklow,2016,0.61,8.94,2.2,1007.11,0.88,Rain starting in the afternoon.,9.41,0.68
Wicklow,2017,2.18,6.49,1.49,1013.4,0.85,Mostly cloudy starting in the afternoon.,9.83,0.54
Wicklow,2018,5.43,8.02,3.16,997.58,0.78,Mostly cloudy throughout the day.,10.01,0.58
Longford,2000,1.32,7.12,2.69,1022.27,0.91,Mostly cloudy throughout the day.,null,0.66
Longford,2001,6.12,10.03,5.46,973.6,0.87,Mostly cloudy throughout the day.,null,0.78
Longford,2002,-7.47,6.68,2.99,1031.16,0.86,Mostly cloudy starting in the afternoon.,null,0.55
Longford,2003,8.43,10.72,2.67,988.78,0.93,Mostly cloudy throughout the day.,null,0.78
Longford,2004,3.12,7.92,5.46,1011.35,0.79,Partly cloudy throughout the day.,null,0.53
Longford,2005,2.03,10.03,4.93,1011.87,0.87,Mostly cloudy throughout the day.,null,0.73
Longford,2006,3.81,8.13,3.93,1010.7,0.86,Mostly cloudy throughout the day.,null,0.77
Longford,2007,3.32,6.12,4.33,1011.62,0.84,Mostly cloudy throughout the day.,null,0.7
Longford,2008,7.23,11.03,3.87,1016.68,0.89,Mostly cloudy throughout the day.,null,0.8
Longford,2009,1.37,2.89,3.39,1029.06,0.89,Mostly cloudy throughout the day.,null,0.73
Longford,2010,-3.96,1.61,1.23,1011.6,0.91,Mostly cloudy throughout the day.,null,0.73
Longford,2011,2.53,6.64,0.99,1028.58,0.91,Mostly cloudy throughout the day.,null,0.72
Longford,2012,2.34,8.38,3.65,996.43,0.87,Mixed precipitation starting in the afternoon.,null,0.72
Longford,2013,2.09,7.08,3.32,1008.81,0.84,Mostly cloudy throughout the day.,null,0.73
Longford,2014,2.91,6.49,1.06,978.82,0.92,Mostly cloudy throughout the day.,null,0.73
Longford,2015,6.89,13.64,5.55,1012.46,0.87,Mostly cloudy throughout the day.,null,0.72
Longford,2016,-0.38,8.33,4.32,1005.62,0.86,Mostly cloudy throughout the day.,null,0.72
Longford,2017,1.92,6.91,1.8,1012.74,0.89,Mostly cloudy throughout the day.,null,0.73
Longford,2018,4.71,8.43,4.18,997.71,0.77,Drizzle in the morning.,null,0.73
Mayo,2000,0.58,5.46,4.26,1020.92,0.92,Mostly cloudy throughout the day.,null,0.54
Mayo,2001,5.13,8.87,6.13,974.78,0.92,Mostly cloudy throughout the day.,null,0.66
Mayo,2002,-5.76,6.26,2.57,1032.93,0.8,Mostly cloudy throughout the day.,null,0.71
Mayo,2003,5.9,8.83,2.07,988.81,1,Mostly cloudy throughout the day.,null,0.71
Mayo,2004,3.38,6.98,6.88,1009.05,0.86,Mostly cloudy throughout the day.,null,0.71
Mayo,2005,0.48,8.08,5.95,1009.65,0.95,Mostly cloudy throughout the day.,null,0.71
Mayo,2006,3.62,7.27,4.59,1008.44,0.94,Light rain in the morning.,null,0.71
Mayo,2007,1.59,4.76,3.8,1008.12,0.95,Rain in the morning and afternoon.,null,0.71
Mayo,2008,6.42,10.07,3.25,1016.94,0.98,Mostly cloudy throughout the day.,null,0.71
Mayo,2009,-1.22,0.71,0.64,1029.76,1,Mostly cloudy throughout the day.,null,0.71
Mayo,2010,-2.81,-0.03,3.82,1010.51,0.93,Mostly cloudy throughout the day.,null,0.71
Mayo,2011,1.18,5.72,2.32,1027.64,0.99,Light rain in the morning and evening.,null,0.71
Mayo,2012,0.68,7.38,6.23,994.71,0.88,Mostly cloudy throughout the day.,null,0.71
Mayo,2013,1.28,5.27,4.3,1006.25,0.92,Mostly cloudy throughout the day.,null,0.71
Mayo,2014,1.47,5.78,1.37,978.67,1,Mostly cloudy throughout the day.,null,0.71
Mayo,2015,5.87,12.67,7.41,1010.64,0.98,Mostly cloudy throughout the day.,null,0.71
Mayo,2016,-1.08,7.04,5.43,1007.34,0.95,Light rain in the afternoon and evening and windy starting in the afternoon, continuing until evening.,null,0.71
Mayo,2017,1.81,5.47,3.95,1012.42,0.95,Mostly cloudy throughout the day.,null,0.71
Mayo,2018,2.4,6.46,5,994.25,0.31,Mostly cloudy throughout the day.,null,0.71
Kerry,2000,6.32,9.26,2.39,1012.39,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2001,6.31,9.24,2.4,1012.41,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2002,6.31,9.24,2.4,1012.4,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2003,6.32,9.25,2.39,1012.39,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2004,6.32,9.26,2.39,1012.39,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2005,6.31,9.24,2.4,1012.41,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2006,6.32,9.24,0.95,1012.4,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2007,4.61,8.49,1.81,1012.4,0.77,Mostly cloudy throughout the day.,null,0.74
Kerry,2008,7.76,11.28,1.05,1012.39,0.88,Drizzle in the morning.,null,0.74
Kerry,2009,5.16,9.24,2.07,1012.41,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2010,6.31,9.24,2.4,1012.4,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2011,6.31,9.25,2.39,1012.4,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2012,6.32,9.26,2.39,1012.39,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2013,6.31,9.24,2.4,1012.41,0.83,Mostly cloudy throughout the day.,null,0.74
Kerry,2014,5.56,7.56,0.69,1012.4,0.92,Mostly cloudy throughout the day.,9.61,0.66
Kerry,2015,6.31,14.56,5.6,1012.4,0.89,Mostly cloudy throughout the day and windy in the afternoon.,9.61,0.8
Kerry,2016,3.57,10.56,5.41,1012.39,0.87,Mostly cloudy throughout the day.,9.93,0.79
Kerry,2017,1.56,7.14,1.25,1012.41,0.84,Mostly cloudy starting in the afternoon.,10.01,0.53
Kerry,2018,4.56,9.55,2.29,1012.4,0.84,Mostly cloudy throughout the day.,10.01,0.72
Meath,2000,1.4,6.23,4.5,1020.87,0.89,Mostly cloudy throughout the day.,null,0.81
Meath,2001,5.77,9.57,6.35,974.19,0.87,Mostly cloudy throughout the day.,null,0.74
Meath,2002,-3.98,6.03,2.61,1032.64,0.85,Mostly cloudy starting in the evening.,null,0.48
Meath,2003,7.12,10.34,2.13,988.44,0.96,Mostly cloudy throughout the day.,null,0.78
Meath,2004,4.12,7.76,7.29,1009.21,0.81,Mostly cloudy throughout the day and breezy until afternoon.,null,0.6
Meath,2005,1.27,8.71,5.97,1009.59,0.9,Mostly cloudy throughout the day.,null,0.78
Meath,2006,4.52,7.79,5.49,1008.54,0.85,Mostly cloudy throughout the day.,null,0.57
Meath,2007,2.88,5.21,5.86,1008.64,0.87,Mostly cloudy throughout the day.,null,0.71
Meath,2008,7.16,10.74,4.19,1016.71,0.92,Mostly cloudy throughout the day.,null,0.8
Meath,2009,-0.97,1.73,1.66,1030.07,0.94,Mostly cloudy throughout the day.,null,0.72
Meath,2010,-3.85,2.21,2.61,1010.96,0.89,Mostly cloudy throughout the day.,null,0.72
Meath,2011,1.98,6.02,2.36,1028.11,0.93,Mostly cloudy throughout the day.,null,0.72
Meath,2012,1.63,7.98,5.19,994.96,0.86,Light rain in the morning and overnight.,null,0.72
Meath,2013,1.99,6.27,4.06,1007,0.87,Mostly cloudy throughout the day.,null,0.72
Meath,2014,2.23,5.94,1.13,978.69,0.96,Mostly cloudy throughout the day.,null,0.72
Meath,2015,6.54,13.24,6.53,1010.83,0.92,Mostly cloudy throughout the day.,null,0.72
Meath,2016,-0.37,8.22,5.7,1007.32,0.93,Light rain in the afternoon and evening and breezy starting in the afternoon.,null,0.72
Meath,2017,2.92,6.24,3.96,1012.28,0.91,Mostly cloudy throughout the day.,null,0.72
Meath,2018,3.01,8,4.91,994.27,0.14,Mostly cloudy throughout the day.,null,0.72
Kilkenny,2000,-1.55,6.06,0.53,1023.81,0.96,Mostly cloudy throughout the day.,null,0.65
Kilkenny,2001,7.26,10.87,7.03,974.68,0.86,Mostly cloudy throughout the day and breezy in the afternoon.,null,0.76
Kilkenny,2002,-7.06,7.14,2.43,1031.57,0.85,Mostly cloudy throughout the day.,null,0.56
Kilkenny,2003,7.26,12.06,2.51,989.89,0.93,Mostly cloudy throughout the day.,null,0.78
Kilkenny,2004,3.86,8.47,6.2,1012.63,0.75,Breezy in the morning and mostly cloudy overnight.,null,0.38
Kilkenny,2005,2.66,11.76,5.42,1014.71,0.84,Mostly cloudy until afternoon and breezy in the afternoon.,null,0.56
Kilkenny,2006,6.17,7.98,5.65,1011.48,0.82,Mostly cloudy throughout the day.,null,0.63
Kilkenny,2007,4.26,6.26,4.7,1014.23,0.83,Mostly cloudy throughout the day.,null,0.67
Kilkenny,2008,7.56,11.06,3.99,1017.17,0.91,Mostly cloudy throughout the day.,null,0.79
Kilkenny,2009,0.34,4.29,1.34,1028.81,0.91,Mostly cloudy throughout the day.,null,0.7
Kilkenny,2010,-2.94,0.02,0.42,1011.66,0.92,Mostly cloudy throughout the day.,null,0.7
Kilkenny,2011,3.29,7.58,0.89,1028.51,0.97,Mostly cloudy throughout the day.,null,0.7
Kilkenny,2012,3.27,10.03,4.41,999.15,0.83,Rain in the morning and overnight.,null,0.7
Kilkenny,2013,2.84,7.52,2.03,1010.5,0.83,Mostly cloudy throughout the day.,null,0.7
Kilkenny,2014,4.5,10.35,1.91,979.72,0.95,Rain in the morning.,null,0.7
Kilkenny,2015,9.22,13.74,5.32,1015.67,0.91,Rain until afternoon.,null,0.7
Kilkenny,2016,-0.41,9.46,5.15,1012.59,0.95,Rain throughout the day.,null,0.7
Kilkenny,2017,2.05,7.97,2.45,1012.5,0.86,Mostly cloudy throughout the day.,null,0.7
Kilkenny,2018,3.43,8.34,2.6,1011.66,0.81,Mostly cloudy throughout the day.,null,0.7
Laois,2000,-0.49,6.26,1.79,1023.26,0.95,Mostly cloudy starting in the afternoon.,null,0.59
Laois,2001,7.17,10.02,6.65,973.81,0.88,Mostly cloudy throughout the day.,null,0.75
Laois,2002,-6.2,6.84,3.38,1031.12,0.85,Mostly cloudy throughout the day.,null,0.56
Laois,2003,7.27,10.83,2.68,989.46,0.97,Mostly cloudy throughout the day.,null,0.8
Laois,2004,3.73,7.89,5.87,1012.82,0.79,Partly cloudy throughout the day.,null,0.42
Laois,2005,2.11,9.86,5.36,1013.97,0.87,Mostly cloudy until afternoon.,null,0.6
Laois,2006,5.31,7.5,4.98,1011.68,0.85,Mostly cloudy throughout the day.,null,0.68
Laois,2007,3.46,5.52,4.43,1013.73,0.87,Mostly cloudy throughout the day.,null,0.7
Laois,2008,7.24,10.83,4.17,1016.55,0.92,Mostly cloudy throughout the day.,null,0.79
Laois,2009,0.2,3.88,1.36,1028.46,0.92,Mostly cloudy throughout the day.,null,0.73
Laois,2010,-4.17,-1.12,0.27,1011.9,0.98,Mostly cloudy throughout the day.,null,0.71
Laois,2011,2.67,6.93,0.76,1028.69,0.98,Mostly cloudy throughout the day.,null,0.71
Laois,2012,2.33,9,4.1,998.86,0.88,Mixed precipitation in the morning and overnight.,null,0.71
Laois,2013,1.47,7.01,2.83,1010.58,0.86,Mostly cloudy throughout the day.,null,0.71
Laois,2014,3.22,9.04,2.26,979.51,0.95,Rain until afternoon, starting again overnight.,null,0.71
Laois,2015,8.23,13.66,6.27,1015.17,0.9,Rain until afternoon, starting again in the evening, and breezy in the evening.,null,0.71
Laois,2016,0.09,8.76,6.07,1003.79,0.94,Rain throughout the day and breezy in the afternoon.,null,0.71
Laois,2017,1.83,6.28,3.55,1013.48,0.86,Mostly cloudy throughout the day.,null,0.71
Laois,2018,2.52,7.66,4.19,999.71,0.81,Mostly cloudy throughout the day.,null,0.71
Cavan,2000,1.62,7.88,4.37,1020.64,0.89,Mostly cloudy throughout the day.,null,0.81
Cavan,2001,6.22,9.74,5.9,973.16,0.87,Mostly cloudy throughout the day.,null,0.74
Cavan,2002,-5.26,5.83,2.21,1032.32,0.87,Mostly cloudy starting in the evening.,null,0.48
Cavan,2003,7.56,10.33,2.24,988.25,0.96,Mostly cloudy throughout the day.,null,0.78
Cavan,2004,4.28,8.07,7.34,1009.69,0.81,Breezy until afternoon and mostly cloudy throughout the day.,null,0.6
Cavan,2005,1.84,9.02,6.03,1009.38,0.89,Mostly cloudy throughout the day and breezy in the morning.,null,0.78
Cavan,2006,4.26,7.93,4.39,1009.67,0.84,Mostly cloudy throughout the day.,null,0.57
Cavan,2007,2.92,5.14,5.42,1009.3,0.87,Mostly cloudy throughout the day.,null,0.71
Cavan,2008,7.43,10.92,3.95,1016.38,0.89,Mostly cloudy throughout the day.,null,0.8
Cavan,2009,-0.48,2.23,2.7,1029.77,0.9,Mostly cloudy throughout the day.,null,0.72
Cavan,2010,-5.69,1.71,1.42,1011.63,0.91,Mostly cloudy throughout the day.,null,0.72
Cavan,2011,2.36,6.67,1.35,1028.62,0.9,Mostly cloudy throughout the day.,null,0.72
Cavan,2012,1.88,8,5.4,995.14,0.89,Mostly cloudy throughout the day.,null,0.72
Cavan,2013,2.11,6.87,4.1,1007.58,0.87,Mostly cloudy throughout the day.,null,0.72
Cavan,2014,2.37,5.98,1.15,978.69,0.95,Mostly cloudy throughout the day.,null,0.72
Cavan,2015,6.65,13.5,5.66,1010.85,0.9,Mostly cloudy throughout the day and breezy in the evening.,null,0.72
Cavan,2016,0.27,8.16,7.74,1005.42,0.9,Mostly cloudy throughout the day and windy starting in the afternoon.,null,0.72
Cavan,2017,1.56,6.53,1.76,1012.12,0.89,Mostly cloudy throughout the day.,null,0.72
Cavan,2018,2.66,7.06,3.07,995.01,0.84,Mostly cloudy throughout the day.,null,0.72
Sligo,2000,3.39,8.78,4.33,1020.12,0.84,Mostly cloudy throughout the day.,null,0.63
Sligo,2001,5.88,9.08,6.56,970.99,0.86,Mostly cloudy throughout the day.,null,0.81
Sligo,2002,-2.87,6.61,4.98,1030.62,0.8,Partly cloudy throughout the day.,null,0.31
Sligo,2003,7.56,10.52,0.71,987.57,0.92,Mostly cloudy throughout the day.,null,0.92
Sligo,2004,4.82,9.32,9.57,1011.24,0.77,Windy in the morning and mostly cloudy throughout the day.,null,0.8
Sligo,2005,2.47,10.21,8.28,1009.19,0.85,Mostly cloudy throughout the day and windy starting in the evening.,null,0.83
Sligo,2006,5.68,8.68,6.7,1011.03,0.79,Mostly cloudy throughout the day.,null,0.75
Sligo,2007,4.38,7.13,9.08,1008.99,0.9,Mostly cloudy throughout the day and windy overnight.,10.01,0.63
Sligo,2008,7.7,11.92,4.2,1015.03,0.89,Foggy in the morning.,7.89,0.81
Sligo,2009,0.39,1.61,5.12,1029.22,0.92,Foggy until afternoon.,4.76,0.99
Sligo,2010,-3.64,3.13,0.58,1012.35,0.91,Mostly cloudy overnight.,10.01,0.44
Sligo,2011,3.08,7.16,0.82,1029.39,0.89,Drizzle starting in the afternoon, continuing until evening.,6.08,0.78
Sligo,2012,2.38,7.9,4.68,993.89,0.83,Light rain until evening.,10.01,0.68
Sligo,2013,3.68,7.83,7.05,1007.72,0.82,Mostly cloudy throughout the day.,10.01,0.67
Sligo,2014,2.97,5.81,1.09,978.83,0.92,Heavy rain in the morning and evening.,9.45,0.79
Sligo,2015,5.77,13.02,5.76,1009.09,0.92,Heavy rain starting in the evening.,8.19,0.86
Sligo,2016,1.38,8.18,6.08,1004.2,0.85,Mostly cloudy throughout the day.,9.22,0.82
Sligo,2017,1.81,6.94,5.65,1012.14,0.83,Mostly cloudy overnight.,10.01,0.4
Sligo,2018,5.21,7.9,7.29,995.94,0.8,Mostly cloudy throughout the day and windy in the morning.,9.88,0.66
Donegal,2000,2.28,8.78,3.2,1019.54,0.83,Mostly cloudy throughout the day.,null,0.78
Donegal,2001,6.1,9.52,4.46,972.5,0.83,Mostly cloudy throughout the day.,null,0.77
Donegal,2002,-8.4,6.67,3.23,1031.4,0.83,Mostly cloudy throughout the day.,null,0.64
Donegal,2003,7.51,9.87,1.06,987.98,0.92,Mostly cloudy throughout the day.,null,0.82
Donegal,2004,5.02,9.24,7.91,1010.27,0.79,Mostly cloudy throughout the day.,null,0.76
Donegal,2005,2.35,10.35,7.15,1008.15,0.85,Mostly cloudy throughout the day and windy in the morning.,null,0.77
Donegal,2006,5.44,8.38,5.39,1010.36,0.81,Mostly cloudy throughout the day.,null,0.77
Donegal,2007,4.43,6.71,7.5,1008.21,0.9,Mostly cloudy throughout the day and windy overnight.,null,0.77
Donegal,2008,7.92,11.49,3.25,1015.62,0.9,Mostly cloudy throughout the day.,null,0.77
Donegal,2009,0.13,1.46,3.78,1029.85,0.91,Mostly cloudy throughout the day.,null,0.77
Donegal,2010,-5.6,3.14,0.47,1012.07,0.94,Mostly cloudy throughout the day.,null,0.77
Donegal,2011,2.98,6.9,0.81,1029.11,0.89,Mostly cloudy throughout the day.,null,0.77
Donegal,2012,2.47,8.15,5.58,993.53,0.83,Rain until evening.,null,0.77
Donegal,2013,2.79,7.61,4.25,1006.92,0.86,Mostly cloudy throughout the day.,null,0.77
Donegal,2014,3.45,6.71,1.35,978.82,0.9,Mostly cloudy throughout the day.,null,0.79
Donegal,2015,6.73,12.63,5.8,1008.66,0.92,Foggy in the afternoon.,null,0.83
Donegal,2016,1.48,8.23,6.26,1005.01,0.84,Mostly cloudy throughout the day and dangerously windy starting in the afternoon, continuing until evening.,9.85,0.78
Donegal,2017,2.84,6.88,3.56,1012.09,0.78,Mostly cloudy throughout the day.,10.01,0.65
Donegal,2018,5.17,7.61,6.59,994.99,0.79,Mostly cloudy throughout the day and windy until afternoon.,9.69,0.74
